cpu_temp, gpu_temp, mem_usage, cpu_usage, gpu_usage
66.010416, 49.750000, 24.225924, 32.785714, 0.037037
67.480620, 47.515151, 27.363808, 33.281818, 0.000000
67.000000, 47.000000, 15.680360, 33.500000, 0.500000
66.978417, 47.600000, 27.775428, 33.848387, 0.000000
66.983870, 47.333333, 28.040622, 34.273333, 0.000000
66.617886, 47.130434, 27.910942, 34.607407, 0.043478
66.614678, 46.947368, 28.042625, 34.903846, 0.000000
64.000000, 46.000000, 15.728080, 34.900000, 1.666666
66.523076, 47.520000, 28.157680, 35.121428, 0.000000
66.767241, 46.789473, 28.021167, 35.266666, 0.000000
66.219178, 47.583333, 28.340512, 35.418750, 0.000000
66.387596, 47.642857, 28.361413, 35.521428, 0.000000
65.000000, 48.000000, 25.961377, 35.562500, 0.000000
67.118279, 47.645161, 27.542709, 35.642105, 0.000000
66.671875, 47.866666, 28.268935, 35.716129, 0.000000
66.507575, 48.000000, 28.531883, 35.814285, 0.000000
66.631067, 47.217391, 29.023445, 35.895652, 0.000000
67.000000, 47.222222, 20.419450, 36.000000, 0.250000
66.702479, 47.733333, 28.340866, 35.996666, 0.000000
66.000000, 47.750000, 23.896800, 36.028571, 0.500000
67.000000, 47.515151, 28.088333, 36.100000, 0.031250
66.527131, 47.933333, 27.568767, 36.181481, 0.000000
66.750000, 48.368421, 28.799614, 36.200000, 0.142857
66.560747, 47.814814, 28.341911, 36.276923, 0.000000
67.000000, 46.666666, 17.921130, 36.300000, 1.333333
66.623076, 46.900000, 28.012039, 36.303448, 0.000000
66.301587, 47.292682, 27.926919, 36.393333, 0.000000
66.468531, 48.083333, 28.809596, 36.393939, 0.000000
66.753968, 47.888888, 28.302346, 36.439285, 0.000000
66.292682, 47.888888, 28.292425, 36.492307, 0.000000
66.892857, 47.974358, 27.458311, 36.500000, 0.000000
66.842105, 47.964285, 28.450306, 36.557142, 0.035714
66.806201, 47.972222, 27.532153, 36.596296, 0.000000
66.757575, 47.717948, 27.950693, 36.600000, 0.000000
66.709401, 47.380952, 28.241376, 36.664000, 0.000000
66.545454, 47.428571, 28.711240, 36.691666, 0.000000
67.000000, 48.000000, 18.839562, 36.700000, 0.111111
66.750000, 47.500000, 28.540416, 36.700000, 0.000000
66.389705, 48.111111, 28.717592, 36.753333, 0.000000
67.274509, 49.000000, 27.684314, 36.800000, 0.000000
67.338028, 47.533333, 26.501811, 36.800000, 0.000000
66.843750, 47.700000, 28.301077, 36.827586, 0.047619
66.428571, 46.416666, 28.245877, 36.896296, 0.050000
66.051851, 45.959183, 28.126272, 36.900000, 0.000000
66.613636, 47.687500, 28.484158, 36.900000, 0.000000
67.000000, 48.000000, 17.430620, 36.900000, 1.000000
67.407692, 48.428571, 28.763546, 36.970000, 0.000000
67.140495, 48.466666, 28.702658, 37.000000, 0.000000
66.580952, 48.000000, 28.723060, 37.000000, 0.000000
67.000000, 47.000000, 18.943262, 37.000000, 1.000000
66.614173, 47.074074, 28.675653, 37.000000, 0.037037
66.750000, 48.500000, 28.761353, 37.000000, 0.000000
66.638655, 47.176470, 28.485317, 37.022222, 0.000000
66.141732, 47.904761, 28.326610, 37.086666, 0.000000
67.275862, 48.387096, 28.358453, 37.100000, 0.000000
67.000000, 47.500000, 17.300660, 37.100000, 0.500000
66.984126, 47.086956, 28.673941, 37.100000, 0.000000
66.156250, 45.941176, 28.684553, 37.100000, 0.018518
66.350318, 48.000000, 29.091694, 37.100000, 0.000000
66.820312, 47.806451, 29.200220, 37.100000, 0.031250
66.800000, 47.666666, 28.936203, 37.100000, 0.000000
